pop,author,species,class,lat,lon,geo_meth,num_individuals,gene_diversity,allelic_richness,global_fst,urban,popden,hfi,num_loci,Ne,Ne_lower,Ne_upper
BAT002189,Burns,Myotis_lucifugus,mammal,NA,NA,coordinates,11,0.736726,4.810464,0.036247,1,119.6099987,67.40524194,9,NA,12.7,NA
BAT002226,Burns,Myotis_lucifugus,mammal,NA,NA,coordinates,47,0.786434,5.162233,0.008276,0,5.110000134,20.34375,9,NA,132.6,NA
BAT002286,Burns,Myotis_lucifugus,mammal,NA,NA,coordinates,70,0.78804,5.151285,0.010312,1,46.61999957,49.17021277,9,NA,299.6,NA
BAT003346,Burns,Myotis_lucifugus,mammal,NA,NA,coordinates,14,0.765824,5.355404,0.006217,1,41.23666573,51.13825758,9,NA,62.5,NA
BC19,Puckett,Ursus_americanus,mammal,51.114917,-123.258768,averagedindividualcoords,19,0.792656,5.179949,0.043486,0,1.039999962,0,15,82.5,34.1,NA
Bertrand_AD,Bertrand,Pekania_pennanti,mammal,43.422642,-76.625041,coordinates,22,0.606552,3.370605,0.089057,1,42.96500015,37.09895833,16,25.1,14.1,62.6
Bertrand_AG,Bertrand,Pekania_pennanti,mammal,44.095567,-78.959026,coordinates,16,0.594975,3.515333,0.09233,1,46.86999989,42.3411306,16,19.6,8.9,122.1
Bertrand_AL,Bertrand,Pekania_pennanti,mammal,44.232334,-80.259665,coordinates,25,0.647773,3.735495,0.029541,0,10.78200016,31.92202729,16,29.1,17.8,60.7
Bertrand_AQ,Bertrand,Pekania_pennanti,mammal,44.878952,-79.835946,coordinates,20,0.647421,3.686634,0.029298,1,2.055000067,23.32820513,16,72,26.2,NA
Bertrand_AS,Bertrand,Pekania_pennanti,mammal,44.136798,-79.71729,coordinates,24,0.61501,3.441534,0.083273,1,118.2099953,43.5019685,16,17.7,11.2,31.5
Bertrand_BA,Bertrand,Pekania_pennanti,mammal,45.764308,-81.583373,coordinates,22,0.649158,3.746955,0.028737,0,1.532500029,22.5,16,28.8,17,66.2
Bertrand_BK,Bertrand,Pekania_pennanti,mammal,45.016088,-81.381036,coordinates,16,0.644984,3.756666,0.022422,0,0.519999981,21.69518717,16,329.1,29.2,NA
Bertrand_BL,Bertrand,Pekania_pennanti,mammal,43.839847,-79.430037,coordinates,7,0.542388,3.357351,0.139415,1,2619.997467,78.32673267,16,16.5,2.3,NA
Bertrand_BM,Bertrand,Pekania_pennanti,mammal,45.227974,-81.666721,coordinates,26,0.634054,3.683469,0.055063,0,1.026666641,24.41666667,16,111.9,36.8,NA
Bertrand_BP,Bertrand,Pekania_pennanti,mammal,44.055975,-82.850039,coordinates,26,0.650823,3.581381,0.008407,0,1.772500038,38.57219251,16,24.5,15.2,47.9
Bertrand_BR,Bertrand,Pekania_pennanti,mammal,44.518195,-78.541981,coordinates,23,0.632477,3.618496,0.056438,1,39.50999999,32.74015748,16,32.9,16.2,168.7
Bertrand_CB,Bertrand,Pekania_pennanti,mammal,44.561389,-79.247317,coordinates,20,0.620164,3.455701,0.072001,0,28.84500027,34.93529412,16,60.5,21.7,NA
Bertrand_CF,Bertrand,Pekania_pennanti,mammal,44.830975,-81.325039,coordinates,8,0.567449,3.373343,0.099525,0,3.764999986,25.90534979,16,4.2,1.7,53.9
Bertrand_CM,Bertrand,Pekania_pennanti,mammal,44.493445,-81.228253,coordinates,15,0.614968,3.640674,0.062346,1,8.376666705,43.25686275,16,NA,43.2,NA
Bertrand_DL,Bertrand,Pekania_pennanti,mammal,44.261815,-78.193035,coordinates,20,0.599188,3.567997,0.09775,1,19.58333397,50.32745098,16,434.2,34.3,NA
Bertrand_DR,Bertrand,Pekania_pennanti,mammal,44.451197,-78.165285,coordinates,22,0.625559,3.680137,0.063542,1,17.45750046,35.64047151,16,40,17.4,NA
Bertrand_EY,Bertrand,Pekania_pennanti,mammal,43.939308,-77.533374,coordinates,20,0.558018,3.117638,0.161074,0,3.282500029,45.06976744,16,16.7,9.4,37.5
Bertrand_FL,Bertrand,Pekania_pennanti,mammal,45.489308,-81.725039,coordinates,22,0.656525,3.685784,0.01474,0,0,7.757894737,16,69.2,26.2,NA
Bertrand_FR,Bertrand,Pekania_pennanti,mammal,44.937682,-79.023954,coordinates,21,0.630132,3.551448,0.05576,0,4.085000038,11.48262548,16,22.6,12.9,53
Bertrand_GA,Bertrand,Pekania_pennanti,mammal,44.850748,-77.59701,coordinates,18,0.655432,3.867966,0.017352,0,1.039999962,13.34241245,16,36.3,16.5,59.2
Bertrand_GW,Bertrand,Pekania_pennanti,mammal,44.079183,-80.017111,coordinates,20,0.61468,3.461055,0.079942,0,30.82000065,35.38521401,16,228.9,37.3,NA
Bertrand_HH,Bertrand,Pekania_pennanti,mammal,43.769169,-78.943337,coordinates,14,0.582009,3.295318,0.113026,1,0,74.4,16,8.4,3.3,19.6
Bertrand_KB,Bertrand,Pekania_pennanti,mammal,44.012968,-78.620577,coordinates,23,0.638573,3.697054,0.046473,1,111.5349979,49.04743083,16,181.3,39,NA
Bertrand_LB,Bertrand,Pekania_pennanti,mammal,43.914308,-78.350041,coordinates,31,0.599079,3.483775,0.113814,1,3.792500019,59.24285714,16,75.8,33.7,NA
Bertrand_LN,Bertrand,Pekania_pennanti,mammal,44.54822,-78.917344,coordinates,19,0.641421,4.057146,0.02899,0,15.41750002,31.39417476,16,24.3,13.1,72.7
Bertrand_MC,Bertrand,Pekania_pennanti,mammal,44.795467,-81.000854,coordinates,26,0.659177,3.782361,0.017544,0,6.78666687,33.39322034,16,594.8,50.8,NA
Bertrand_ML,Bertrand,Pekania_pennanti,mammal,43.950596,-79.304248,coordinates,32,0.631474,3.600014,0.063885,1,1139.912491,66.25248509,16,27.5,17.3,52.4
Bertrand_MN,Bertrand,Pekania_pennanti,mammal,44.65108,-78.134969,coordinates,24,0.587682,3.491479,0.122206,0,3.083333333,13.90980392,16,32.4,17,110.2
Bertrand_MT,Bertrand,Pekania_pennanti,mammal,44.214178,-77.673109,coordinates,21,0.583699,3.602172,0.116332,1,59.20499802,47.18982387,16,NA,32.4,NA
Bertrand_OL,Bertrand,Pekania_pennanti,mammal,45.673894,-80.491753,coordinates,15,0.637502,3.729022,0.034891,0,1.039999962,20.00956938,16,304.2,26.4,NA
Bertrand_OR,Bertrand,Pekania_pennanti,mammal,44.050771,-80.786659,coordinates,17,0.64388,3.696801,0.028245,1,10.08666674,40.41897233,16,15.8,8.9,35.4
Bertrand_PR,Bertrand,Pekania_pennanti,mammal,44.043085,-77.332688,coordinates,48,0.516134,2.98258,0.240289,0,82.29750037,40.59210526,16,38.3,24.4,70.1
Bertrand_RH,Bertrand,Pekania_pennanti,mammal,44.47748,-77.821478,coordinates,20,0.610694,3.656765,0.08603,1,10.65999985,31.61643836,16,53.4,21.9,NA
Bertrand_RO,Bertrand,Pekania_pennanti,mammal,44.855454,-78.389818,coordinates,19,0.626387,3.679822,0.058408,0,1.554999948,13.33397683,16,21,12.2,47.4
Bexar_Pop2,Athrey,Vireo_atricapilla,bird,30.1,-97.924,ARCgeoref,34,0.773741,5.029685,0.005443,1,56.24333318,34.79097387,9,35.9,19.1,99.8
BRF,MunshiSouth,Peromyscus_leucopus,mammal,41.40806,-74.02167,googlemaps,18,0.874176,6.879673,0.004911,1,164.6850014,51.64285714,18,15.2,11,22.3
CAB_Lait,Lait,Poecile_hudsonicus,bird,53.16,-117.36,coordinates,12,0.829282,6.148866,-0.002486,0,1.039999962,13.23801653,6,NA,11.5,NA
Campagna_GB,Campagna,Ursus_maritimus,mammal,70.530964,-88.85837,averagedindividualcoords,477,0.730035,4.376796,-0.008315,0,0.779999971,6,9,328.6,219.6,547.4
Campagna_MC,Campagna,Ursus_maritimus,mammal,71.372609,-99.215426,averagedindividualcoords,133,0.700383,4.161431,0.029948,0,0,6,9,138.6,82.6,302.5
CAR_12,TaylorandHoffmann,Peromyscus_leucopus,mammal,41.3897,-83.5911,coordinates,13,0.798678,5.457364,0.078449,1,211.073342,55.73868313,10,9.3,3.4,25.1
CBC_Lait,Lait,Poecile_hudsonicus,bird,54.83,-126.03,coordinates,16,0.811503,5.743,0.029167,0,1.039999962,8.316037736,6,26.8,6.1,NA
Central_DurbanJackson,DurbanJackson,Charadrius_montanus,bird,40.757968,-104.030857,coordinates,34,0.474839,2.878302,0.032293,0,1.039999962,7.074688797,14,201,37,NA
Chavez_Tdoug_10,Chavez,Tamiasciurus_douglasii,mammal,49.866667,-121.5,averagedindividualcoords,21,0.665429,4.198777,0.033838,0,2.063333352,21.60211268,9,839.9,25.9,NA
Chavez_Tdoug_11,Chavez,Tamiasciurus_douglasii,mammal,49.047394,-121.066616,averagedindividualcoords,11,0.635445,4.030464,0.057292,0,1.039999962,13.32857143,9,63.8,8,NA
Chavez_Tdoug_12,Chavez,Tamiasciurus_douglasii,mammal,48.787689,-121.07655,averagedindividualcoords,24,0.717461,4.434147,-0.038438,0,1.039999962,13.55054152,9,63,21.7,NA
Chavez_Tdoug_13,Chavez,Tamiasciurus_douglasii,mammal,49.959259,-121.527778,averagedindividualcoords,9,0.652094,4.22849,0.016156,0,1.039999962,17.90941385,9,NA,8.8,NA
Chavez_Tdoug_14,Chavez,Tamiasciurus_douglasii,mammal,48.704432,-120.977742,averagedindividualcoords,8,0.638747,4.407481,0.032645,0,1.297499955,14.11310592,9,NA,18.1,NA
Chavez_Tdoug_15,Chavez,Tamiasciurus_douglasii,mammal,48.763786,-121.015225,averagedindividualcoords,7,0.659329,3.932234,-0.009015,0,1.039999962,13.42522523,9,193.5,3.1,NA
Chavez_Tdoug_16,Chavez,Tamiasciurus_douglasii,mammal,48.89312,-121.015049,averagedindividualcoords,10,0.68,4.101129,-0.013633,0,1.039999962,11.12704174,9,33,7.5,NA
Chavez_Tdoug_2,Chavez,Tamiasciurus_douglasii,mammal,48.644514,-122.505072,averagedindividualcoords,18,0.662619,3.907883,0.034718,1,93,44.5483871,9,106.6,15.7,NA
Chavez_Tdoug_4,Chavez,Tamiasciurus_douglasii,mammal,48.7536,-121.681357,averagedindividualcoords,7,0.657974,4.119381,-0.004902,0,1.039999962,8.784810127,9,NA,4.8,NA
Chavez_Tdoug_5,Chavez,Tamiasciurus_douglasii,mammal,48.598662,-121.394593,averagedindividualcoords,11,0.607287,3.886886,0.096594,0,1.81249994,16.79061372,9,9.3,2,NA
Chavez_Tdoug_6,Chavez,Tamiasciurus_douglasii,mammal,48.6817,-121.2705,averagedindividualcoords,9,0.583426,3.691076,0.117399,0,1.039999962,16.43783784,9,8.8,1.8,NA
Chavez_Tdoug_7,Chavez,Tamiasciurus_douglasii,mammal,49.59514,-121.483332,averagedindividualcoords,24,0.659753,4.12586,0.045733,0,1.039999962,18.64768683,9,118.4,24.2,NA
Chavez_Tdoug_8,Chavez,Tamiasciurus_douglasii,mammal,48.691497,-121.094324,averagedindividualcoords,18,0.681423,4.112405,0.006717,0,1.039999962,16.43399638,9,11,4.7,30.2
Chavez_Tdoug_9,Chavez,Tamiasciurus_douglasii,mammal,49.19646,-120.983002,averagedindividualcoords,9,0.614612,3.959283,0.068769,0,1.039999962,13.27109515,9,11.2,2.1,NA
Chavez_Thud_10,Chavez,Tamiasciurus_hudsonicus,mammal,49.842857,-121.452381,averagedindividualcoords,7,0.72579,5.099012,-0.054118,0,1.653999996,22.26950355,9,NA,5,NA
Chavez_Thud_17,Chavez,Tamiasciurus_hudsonicus,mammal,49.964181,-121.45238,averagedindividualcoords,35,0.766813,5.089891,-0.044055,0,1.807500005,18.6234676,9,45.2,21.7,211.1
Chavez_Thud_19,Chavez,Tamiasciurus_hudsonicus,mammal,49.165151,-120.568182,averagedindividualcoords,11,0.670092,4.311549,0.057079,0,1.039999962,13.91577061,9,NA,13.4,NA
Chavez_Thud_20,Chavez,Tamiasciurus_hudsonicus,mammal,48.576959,-120.479254,averagedindividualcoords,14,0.685091,4.671105,0.046944,0,1.039999962,8.199637024,9,NA,48.2,NA
Chavez_Thud_21,Chavez,Tamiasciurus_hudsonicus,mammal,48.648107,-120.494127,averagedindividualcoords,11,0.665712,4.459266,0.061644,0,1.039999962,9.420863309,9,NA,11.9,NA
Chavez_Thud_22,Chavez,Tamiasciurus_hudsonicus,mammal,49.22257,-120.566667,averagedindividualcoords,48,0.718908,4.561217,0.025032,0,1.039999962,13.9125,9,203.8,55.4,NA
Chavez_Thud_23,Chavez,Tamiasciurus_hudsonicus,mammal,48.381283,-120.310917,averagedindividualcoords,6,0.583719,5.69697,0.141669,0,1.554999948,9.255009107,9,20.8,1.4,NA
Chavez_Thud_24,Chavez,Tamiasciurus_hudsonicus,mammal,48.674513,-120.29383,averagedindividualcoords,7,0.655675,4.390443,0.051074,0,1.039999962,4.637837838,9,NA,7.3,NA
Chavez_Thud_26,Chavez,Tamiasciurus_hudsonicus,mammal,48.662805,-119.923065,averagedindividualcoords,10,0.611111,4.165668,0.137076,0,1.554999948,9.969314079,9,NA,19,NA
Chavez_Thud_27,Chavez,Tamiasciurus_hudsonicus,mammal,48.372556,-119.812633,averagedindividualcoords,18,0.649391,4.288553,0.099545,0,5.600000024,18.92321755,9,90.3,15.5,NA
Chavez_Thud_28,Chavez,Tamiasciurus_hudsonicus,mammal,48.666954,-118.220876,averagedindividualcoords,16,0.693109,4.375823,0.039485,0,1.039999962,16.64737794,9,NA,114.5,NA
Chavez_Thud_29,Chavez,Tamiasciurus_hudsonicus,mammal,47.72414,-116.5008,averagedindividualcoords,5,0.477778,5.666667,0.287869,0,2.069999933,14.42857143,9,NA,3.1,NA
Cheng_AB1,Cheng,Lepus_americanus,mammal,52.812438,-114.002536,averagedindividualcoords,9,0.719907,5.348288,0.063587,0,3.079999924,25.49585406,8,1.5,1.1,2.2
Cheng_AB2,Cheng,Lepus_americanus,mammal,55.580996,-115.155772,averagedindividualcoords,18,0.745949,5.421603,0.052202,0,1.039999962,5.143297381,8,35.9,11.7,NA
Cheng_AK2,Cheng,Lepus_americanus,mammal,64.41532,-147.667147,averagedindividualcoords,28,0.607781,4.381206,0.200205,0,2.069999933,3,8,20.4,9.2,73.8
Cheng_AK4,Cheng,Lepus_americanus,mammal,67.044336,-162.423543,averagedindividualcoords,15,0.621944,4.613927,0.191698,0,1.039999962,12,8,231.8,14.1,NA
Cheng_AK6,Cheng,Lepus_americanus,mammal,61.979331,-145.31326,averagedindividualcoords,9,0.607253,4.442588,0.160155,0,1.039999962,14.5492228,8,29.6,4.5,NA
Cheng_BC1,Cheng,Lepus_americanus,mammal,49.270931,-122.974924,averagedindividualcoords,15,0.49,3.088373,0.354662,1,2711.290019,83.82951654,8,31.1,4.6,NA
Cheng_BC2,Cheng,Lepus_americanus,mammal,53.46312,-122.866688,averagedindividualcoords,25,0.6526,4.845352,0.143906,0,1.039999962,11.97077922,8,83.8,20.8,NA
Cheng_BC4,Cheng,Lepus_americanus,mammal,51.56681,-121.32603,averagedindividualcoords,9,0.618056,4.09294,0.165032,1,1.039999962,24.76632302,8,9.5,2.3,NA
Cheng_CA1,Cheng,Lepus_americanus,mammal,41.441051,-121.904507,averagedindividualcoords,12,0.581597,4.03409,0.208375,0,1.039999962,9.038696538,8,NA,254.8,NA
Cheng_CA2,Cheng,Lepus_americanus,mammal,39.883671,-121.018686,averagedindividualcoords,7,0.480867,3.630245,0.357116,1,1.039999962,23.70526316,8,31.3,1.9,NA
Cheng_CO1,Cheng,Lepus_americanus,mammal,38.776789,-106.648968,averagedindividualcoords,58,0.568464,4.217122,0.253908,0,1.039999962,9.774678112,8,112.1,41,NA
Cheng_IR1,Cheng,Lepus_americanus,mammal,47.878227,-89.176299,averagedindividualcoords,10,0.669824,4.759662,0.103713,0,0.693333308,6,8,15.9,3.5,NA
Cheng_MB1,Cheng,Lepus_americanus,mammal,53.291962,-101.409088,averagedindividualcoords,13,0.685651,4.785372,0.100881,0,1.039999962,3.665024631,8,1.1,0.8,1.5
Cheng_ME1,Cheng,Lepus_americanus,mammal,45.464673,-69.191793,averagedindividualcoords,40,0.758906,5.424722,0.053501,0,1.039999962,3.757225434,8,17,10.1,30
Cheng_MI1,Cheng,Lepus_americanus,mammal,46.515406,-87.407227,averagedindividualcoords,8,0.746094,5.46171,0.033666,1,63.35249996,64.63709677,8,NA,7.9,NA
Cheng_MN1,Cheng,Lepus_americanus,mammal,46.750958,-92.299313,averagedindividualcoords,34,0.721724,5.171215,0.078087,1,80.2400012,63.26325758,8,58.7,23.8,NA
Cheng_MN2,Cheng,Lepus_americanus,mammal,47.729357,-94.734496,averagedindividualcoords,12,0.759549,5.548256,0.022905,0,4.610000134,15.01838235,8,119.7,12,NA
Cheng_MT1,Cheng,Lepus_americanus,mammal,48.445959,-114.274658,averagedindividualcoords,100,0.725381,4.999973,0.109302,1,33.5,46.50545455,8,75,40.7,185.9
Cheng_NB1,Cheng,Lepus_americanus,mammal,47.6139,-65.66682,averagedindividualcoords,20,0.723064,5.279532,0.081882,1,3.423333327,63.26769912,8,15.1,7.1,45.5
Cheng_NWT1,Cheng,Lepus_americanus,mammal,65.3,-126.80008,averagedindividualcoords,9,0.70216,5.266528,0.064562,0,4.065000057,21.11811927,8,NA,18.1,NA
Cheng_NWT2,Cheng,Lepus_americanus,mammal,61.829867,-121.341291,averagedindividualcoords,18,0.701582,5.206274,0.104081,0,5.613333305,19.48129032,8,NA,25,NA
Cheng_NY1,Cheng,Lepus_americanus,mammal,43.625235,-74.144677,averagedindividualcoords,13,0.758136,5.047347,0.048073,0,4.110000134,17.56175299,8,2.6,1.7,5.9
Cheng_ON1,Cheng,Lepus_americanus,mammal,48.561905,-79.017227,averagedindividualcoords,11,0.711699,5.344948,0.052275,0,3.075000048,17.51277372,8,7.3,2.3,45.5
Cheng_ON3,Cheng,Lepus_americanus,mammal,48.630764,-81.575773,averagedindividualcoords,19,0.729917,5.338517,0.066555,0,13.13000011,28.8147482,8,NA,NA,NA
Cheng_OR1,Cheng,Lepus_americanus,mammal,43.773935,-121.82194,averagedindividualcoords,32,0.673523,4.773978,0.156153,0,4.110000134,16.90335306,8,8.4,3.6,16
Cheng_OR2,Cheng,Lepus_americanus,mammal,44.556151,-118.365043,averagedindividualcoords,17,0.593858,4.027271,0.206177,0,1.039999962,8.173151751,8,42.6,9.5,NA
Cheng_PA1,Cheng,Lepus_americanus,mammal,41.474128,-78.879522,averagedindividualcoords,10,0.62125,4.467641,0.125763,0,93.04332964,14.4137931,8,NA,12.3,NA
Cheng_PA2,Cheng,Lepus_americanus,mammal,41.25827,-75.570485,averagedindividualcoords,13,0.657175,4.884956,0.127974,1,42.4199996,26.44376278,8,103.8,12.3,NA
Cheng_QC3,Cheng,Lepus_americanus,mammal,50.327568,-63.699646,averagedindividualcoords,20,0.74882,5.259576,0.052654,0,1.039999962,20.59484778,8,19.7,9.9,60.9
Cheng_QC4,Cheng,Lepus_americanus,mammal,48.7019,-67.663646,averagedindividualcoords,17,0.736592,5.095454,0.053478,0,5.610000074,29.3134058,8,17.2,7.4,83.2
Cheng_SK1,Cheng,Lepus_americanus,mammal,53.761746,-105.072371,averagedindividualcoords,8,0.670898,5.225946,0.098337,0,1.039999962,10.09283388,8,NA,8.9,NA
Cheng_UT1,Cheng,Lepus_americanus,mammal,41.47188,-111.359751,averagedindividualcoords,25,0.533997,3.591272,0.291425,0,1.039999962,9.36196319,8,NA,22.4,NA
Cheng_VT1,Cheng,Lepus_americanus,mammal,44.922346,-72.394909,averagedindividualcoords,10,0.695,4.769886,0.100628,0,10.75749993,27.10597303,8,NA,18,NA
Cheng_WA1,Cheng,Lepus_americanus,mammal,45.514129,-121.833235,averagedindividualcoords,30,0.752955,5.352009,0.066087,0,5.365000129,16.10404624,8,11.8,6.8,21.1
Cheng_WA3,Cheng,Lepus_americanus,mammal,47.948194,-123.712729,averagedindividualcoords,9,0.616512,4.163579,0.213803,0,2.059999943,11.66483516,8,26.5,3.3,NA
Cheng_WA4,Cheng,Lepus_americanus,mammal,48.027961,-120.822984,averagedindividualcoords,29,0.74765,5.142231,0.075509,0,1.81249994,9.939226519,8,148.8,25.8,NA
Cheng_WV1,Cheng,Lepus_americanus,mammal,38.706047,-79.865718,averagedindividualcoords,14,0.603201,3.925621,0.172403,0,3.852500081,28.76271186,8,109.3,11.9,NA
Cheng_WY1,Cheng,Lepus_americanus,mammal,44.089849,-110.53619,averagedindividualcoords,77,0.543041,3.800534,0.278207,0,1.039999962,10.65882353,8,80.2,38,353.8
Cheng_YK2,Cheng,Lepus_americanus,mammal,60.996953,-137.90785,averagedindividualcoords,30,0.642708,4.671398,0.16442,0,1.039999962,7.327152318,8,223.4,33.5,NA
CL127,Epps,Ovis_canadensis,mammal,34.738281,-115.403272,PolygonCentroidCoordinates,50,0.616832,3.273349,0.106693,0,1.039999962,9.451901566,16,21.7,16.9,28.2
CLU_Adams,Adams,Poecile_atricapillus,bird,53.9102,-123.5496,coordinates,20,0.703294,4.899805,NA,0,1.039999962,18.09609121,14,NA,77.1,NA
CN,MunshiSouth,Peromyscus_leucopus,mammal,40.731466,-73.77423,googlemaps,25,0.829065,5.839872,0.064263,1,4950.487488,86.19863014,18,38.6,26.1,66.4
CO30,Puckett,Ursus_americanus,mammal,38.706541,-106.444495,averagedindividualcoords,20,0.673434,4.60722,0.237986,0,1.383333286,13.07692308,15,90.2,26.5,NA
Colson_DENA,Colson,Rangifer_tarandus,mammal,63.545947,-151.040841,ARCgeoref,29,0.824602,5.833994,-0.004335,0,1.039999962,5.941320293,21,244.3,97.6,NA
Colson_MCH,Colson,Rangifer_tarandus,mammal,60.463794,-157.748939,ARCgeoref,77,0.811125,5.528947,0.023478,0,1.039999962,0,21,434.1,211.2,12275
Colson_NAP,Colson,Rangifer_tarandus,mammal,57.837269,-156.82918,ARCgeoref,72,0.81521,5.562853,0.014508,0,1.039999962,0.368421053,21,173,121.6,283.9
Colson_NUSH,Colson,Rangifer_tarandus,mammal,58.803421,-159.028719,ARCgeoref,5,0.720952,5.380952,0.027454,0,1.039999962,5.740685544,21,NA,NA,NA
Colson_SAP,Colson,Rangifer_tarandus,mammal,55.496195,-161.694915,ARCgeoref,30,0.743001,4.738773,0.089292,0,0.693333308,6,21,119.4,64.3,530.6
Copper_River_Alaska_Cronin_PBWB,Cronin,Bison_bison,mammal,60.403546,-144.96083,googlemaps,7,0.430683,2.651934,0.144268,0,0.519999981,18.34210526,29,3,2,9
CP,MunshiSouth,Peromyscus_leucopus,mammal,40.783584,-73.96536,googlemaps,15,0.784574,5.127916,0.101835,1,9484.625,94.17661098,18,22.2,15.1,37
Cronin_ArcticNatWildRef_BB,Cronin,Ursus_arctos,mammal,69.287248,-142.784534,ARCgeoref,24,0.747613,4.535528,0.018786,0,1.039999962,0,8,30.6,16.2,93.3
Cronin_Boothia_PB,Cronin,Ursus_maritimus,mammal,68.819538,-93.05961,ARCgeoref,30,0.684236,4.13951,-0.022058,0,1.039999962,3.131474104,8,NA,325.2,NA
Cronin_Flathead_BB,Cronin,Ursus_arctos,mammal,48.819993,-112.670179,ARCgeoref,40,0.685586,3.968198,0.107787,0,1.039999962,14.97287523,8,33.3,18,81.9
Cronin_FoxeBasin_PB,Cronin,Ursus_maritimus,mammal,67.247632,-76.991708,ARCgeoref,30,0.630417,3.761497,0.058334,0,0,6,8,1437.8,44.7,NA
Cronin_Izembek_BB,Cronin,Ursus_arctos,mammal,55.026614,-160.132116,ARCgeoref,14,0.513393,2.927977,0.315793,0,1.039999962,6,8,20.7,3.7,NA
Cronin_KaneBasin_PB,Cronin,Ursus_maritimus,mammal,78.04354,-75.661068,ARCgeoref,30,0.6625,4.125852,0.01041,0,1.039999962,10,8,56.7,24.2,3201.1
Cronin_Kluane_BB,Cronin,Ursus_arctos,mammal,60.625292,-134.439141,ARCgeoref,50,0.753675,4.514694,0.021654,0,1.039999962,10.8972973,8,71.1,35.9,281
Cronin_Kuskokwim_BB,Cronin,Ursus_arctos,mammal,61.181308,-160.944384,ARCgeoref,55,0.675661,3.710662,0.123728,0,1.039999962,6.593667546,8,84.5,39,628.7
Cronin_Labrador_PB,Cronin,Ursus_maritimus,mammal,66.674376,-61.319759,ARCgeoref,30,0.590833,3.678932,0.11746,0,1.039999962,6,8,75.6,22.5,NA
Cronin_LancasterSound_PB,Cronin,Ursus_maritimus,mammal,72.302718,-84.149454,ARCgeoref,30,0.677361,4.126697,-0.011788,0,1.039999962,2.879194631,8,34.1,17.2,110.3
Cronin_LMNPQ_U_am,Cronin,Ursus_americanus,mammal,49.964973,-80.342248,ARCgeoref,32,0.807251,5.244707,NA,0,1.039999962,0,8,23.1,14.4,41.5
Cronin_Mclintock_PB,Cronin,Ursus_maritimus,mammal,71.775904,-105.008537,ARCgeoref,15,0.643889,3.819365,0.021627,0,1.039999962,3.321799308,8,12.8,5.6,42.3
Cronin_NAKR_BB,Cronin,Ursus_arctos,mammal,65.811368,-144.744639,ARCgeoref,28,0.765466,4.649407,-0.001601,0,1.039999962,2.864253394,8,16.4,10.4,28.2
Cronin_Nbeaufort_PB,Cronin,Ursus_maritimus,mammal,70.930493,-118.353467,ARCgeoref,30,0.629792,3.885504,0.059267,0,0.623999977,6,8,242,41.7,NA
Cronin_NorwegianBay,Cronin,Ursus_maritimus,mammal,78.066822,-96.803647,ARCgeoref,30,0.646389,4.075732,0.034476,0,1.039999962,6,8,70,23.1,NA
Cronin_NTAnderson_BB,Cronin,Ursus_arctos,mammal,68.675273,-127.22173,ARCgeoref,23,0.655364,3.636656,0.139063,0,1.039999962,5.356713427,8,15,7.7,36.3
Cronin_NTCoppermine_BB,Cronin,Ursus_arctos,mammal,66.805113,-115.937484,ARCgeoref,36,0.595052,3.488979,0.224516,0,1.039999962,0.596112311,8,16.7,9.2,32.9
Cronin_NTPaulatuk_BB,Cronin,Ursus_arctos,mammal,67.237781,-121.543481,ARCgeoref,58,0.644694,3.715941,0.164287,0,1.039999962,0.031813362,8,31.3,18.7,59.4
Cronin_NTRichardson_BB,Cronin,Ursus_arctos,mammal,68.163248,-136.066691,ARCgeoref,119,0.752251,4.482969,0.029189,0,1.039999962,0,8,63.3,43.3,99
Cronin_Prudhoe_BB,Cronin,Ursus_arctos,mammal,69.121502,-150.93602,ARCgeoref,78,0.749144,4.422021,0.030349,0,1.039999962,1.409001957,8,28.8,19.6,43.6
Cronin_Sbeaufort_PB,Cronin,Ursus_maritimus,mammal,70.105964,-143.725014,ARCgeoref,30,0.625764,3.885692,0.065284,0,1.039999962,6,8,NA,100.5,NA
Cronin_SEAKMnlnd_BB,Cronin,Ursus_arctos,mammal,62.609855,-140.754566,ARCgeoref,15,0.731667,4.295628,0.027297,0,1.039999962,3.821656051,8,11.3,5,32.2
Cronin_SWCanEastSlop_BB,Cronin,Ursus_arctos,mammal,53.196101,-114.241095,ARCgeoref,45,0.66213,4.064089,0.139523,0,5.110000134,29.08045977,8,33,19,69.8
Cronin_SWCanWestSlope_BB,Cronin,Ursus_arctos,mammal,57.154031,-118.009619,ARCgeoref,41,0.669282,3.906327,0.129274,0,1.039999962,3.542347697,8,24.5,14.3,47.7
Cronin_ViscountMelville_PB,Cronin,Ursus_maritimus,mammal,76.042554,-120.896286,ARCgeoref,30,0.621736,3.952589,0.0713,0,1.039999962,6,8,58.2,22.6,NA
Cronin_WBR_BB,Cronin,Ursus_arctos,mammal,69.576983,-158.550473,ARCgeoref,148,0.746958,4.347673,0.036815,0,1.039999962,6,8,68.8,46.7,107.8
Cronin_WestHudBay_PB,Cronin,Ursus_maritimus,mammal,60.672635,-94.433368,ARCgeoref,33,0.624197,3.731686,0.069059,0,0.519999981,7.461254613,8,NA,322.9,NA
Cronin_Yellowstone_BB,Cronin,Ursus_arctos,mammal,43.46394,-111.711171,ARCgeoref,57,0.549631,3.122322,0.287408,0,1.039999962,9.021868787,8,17.3,10.5,29.1
